Level,players,Attempts,Relative Churn,Global Churn,APS,Pure APS,% Revived,% Used Boosters,% Used PG Boosters,Avg Win (s),Avg Lose (s),Avg Moves Left,Avg Targets Left,Avg Switch,Avg Slingshots,Avg Hammers,Avg Rockets,Avg Colors,Avg PG Color,Avg PG Electric,Multi Stacks,Avg Combo,Avg SuperCombo,Avg MegaCombo,Avg BigCombo,Avg Electrics,Avg hottestTiles,hottestTile Progression,Momentum hottestTile,Momentum ColorRush,Avg inGameCoins,Quits
Level 813,9,14,0%,0%,1,14,0%,0%,0%,207,,1,,0,0,0,0,0,0,0,11,2.2,0.8,0.6,2.2,0.2,0.4,0,0,0.2,1.67,0
Level 814,9,14,0%,0%,1,14,0%,0%,0%,180,,17,,0,0,0,0,0,0,0,13,2,1.4,0.6,2.6,0.8,0.6,0,0,0.2,2.33,0
Level 815,9,14,0%,0%,1,14,0%,0%,0%,127,,0,,0,0,0,0,0,0,0,10,1.6,1,0.2,2.2,1,0.2,0,0,0.2,2.33,0
Level 816,9,16,0%,0%,1.14,16,0%,0%,0%,206,187,0,,0,0,0,0,0,0,0,23,3.2,1.2,1,5.2,0.8,1,0,0,0.2,3,0
Level 817,9,15,0%,0%,1.07,15,0%,0%,0%,291,,0,,0,0,0,0,0,0,0,18,1.8,0.8,0.2,3.4,0.4,0.2,0,0,0.2,4,0
Level 818,9,14,0%,0%,1,14,0%,0%,0%,167,,0,,0,0,0,0,0,0,0,13,2.6,1.8,0.2,2,0.2,0.2,0,0,0.2,2.67,0
Level 819,9,16,0%,0%,1.14,16,0%,0%,0%,142,130,9,,0,0,0,0,0,0,0,12,2,0.6,1,2.4,0.4,0.8,0,0.2,0.4,1.33,0
Level 820,9,14,0%,0%,1,,0%,100%,0%,153,,8,,0,1,0,0,0,0,0,8,0.4,1,0,2.2,1,0,0,0.2,0.2,0,0
Level 821,9,14,0%,0%,1,14,0%,0%,0%,143,,0,,0,0,0,0,0,0,0,12,3,1.2,0.2,2.2,0.8,0.2,0,0.2,0.2,1.67,0
Level 822,9,16,0%,0%,1.14,16,0%,0%,0%,184,150,6,,0,0,0,0,0,0,0,11,2.33,0.83,0.33,1.5,0.67,0.17,0,0.17,0.33,0.75,0
Level 823,9,16,0%,0%,1.14,,0%,100%,0%,300,,5,,0,2,0,0,0,0,0,19,2.83,1.17,0.17,3,0.67,0.17,0,0.17,0.33,4,0
Level 824,9,16,0%,0%,1.14,16,0%,0%,0%,140,268,0,,0,0,0,0,0,0,0,14,3,0.67,0.67,4,0.33,0.5,0,0.17,0.33,3,0
Level 825,9,15,0%,0%,1.07,15,0%,0%,0%,176,216,1,,0,0,0,0,0,0,0,13,1.8,1.4,0.4,2.8,1,0.4,0,0,0.2,2.33,0
Level 826,9,14,0%,0%,1,14,0%,0%,0%,207,,1,,0,0,0,0,0,0,0,17,3.8,0.6,0,2,0.8,0.2,0,0,0.2,2.67,0
Level 827,9,14,0%,0%,1,14,0%,0%,0%,127,,3,,0,0,0,0,0,0,0,10,1.2,1.4,0.6,1,1,0.4,0.2,0.2,0.2,1.67,0
Level 828,9,14,0%,0%,1,,100%,0%,0%,162,,3,,0,0,0,0,0,0,0,16,1.6,0.8,0,3.8,0.4,0,0,0.2,0.2,2,0
Level 829,9,19,0%,0%,1.36,19,0%,0%,0%,142,298,22,,0,0,0,0,0,0,0,10,2.5,0.5,0.17,3.67,0.33,0,0.17,0.17,0.17,1.5,0
Level 830,9,14,0%,0%,1,14,0%,0%,0%,196,,0,,0,0,0,0,0,0,0,13,1.4,1.4,0.4,3,1.4,0,0,0.2,0.2,1.67,0
Level 831,9,14,0%,0%,1,14,0%,0%,0%,185,,19,,0,0,0,0,0,0,0,13,2.2,0.6,0.4,1.6,0.2,0.2,0,0.2,0.2,1,0
Level 832,9,16,0%,0%,1.14,,0%,100%,0%,162,219,3,,0,3,0,0,0,0,0,7,1.5,1.17,0.17,1.83,0.17,0.17,0.17,0.17,0.17,3.5,0
Level 833,9,14,0%,0%,1,14,0%,0%,0%,139,,20,,0,0,0,0,0,0,0,12,2,1.4,0,3,0.4,0,0.2,0.2,0.2,2,0
Level 834,9,14,0%,0%,1,14,0%,0%,0%,153,,0,,0,0,0,0,0,0,0,8,1.4,1,0,2,0.2,0,0.2,0.2,0.2,2,0
Level 835,9,20,0%,0%,1.43,20,0%,0%,0%,201,286,0,,0,0,0,0,0,0,0,6,1.88,1.38,0.25,1.38,0.75,0.13,0.13,0.13,0.13,4.33,0
Level 836,9,14,0%,0%,1,7,0%,0%,0%,150,,13,,0,0,0,0,0,0,0,14,3.4,1.4,0.2,2.8,0.6,0.2,0,0.2,0.2,2,0
Level 837,9,14,0%,0%,1,14,50%,0%,0%,170,,13,,0,0,0,0,0,0,0,22,4,1.4,0.2,2,0.6,0,0.2,0.2,0.4,1.33,0
Level 838,9,20,0%,0%,1.43,20,40%,60%,0%,198,298,5,50,0,0.2,0.6,0.2,0.4,0,0,8,2.63,0.63,0.25,1.63,0.38,0.25,0.13,0.13,0.13,2.67,0
Level 839,9,14,0%,0%,1,7,0%,0%,0%,125,,0,,0,0,0,0,0,0,0,5,1.2,0.6,0.2,0.6,0,0,0.2,0.2,0.2,1.33,0
Level 840,9,14,0%,0%,1,7,0%,0%,0%,120,,9,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0
Level 841,9,15,0%,0%,1.07,15,0%,50%,0%,170,184,1,,0,1.5,0,0,0,0,0,15,2.4,1,0.2,2,0.6,0,0.2,0.2,0.2,1,0
Level 842,9,16,0%,0%,1.14,8,0%,0%,0%,142,214,3,70,0,0,0,0,0,0,0,13,2.33,1.83,0.5,2.83,0.5,0.33,0.17,0.17,0.17,2.5,0
Level 843,9,14,0%,0%,1,,50%,50%,0%,180,,3,,0,0,0,0,0.5,0,0,13,1.8,1,0.6,2.8,0.2,0.6,0.2,0.2,0.4,1.67,0
Level 844,9,14,0%,0%,1,7,0%,0%,0%,162,,3,,0,0,0,0,0,0,0,8,2,0.4,0,2.4,0.2,0,0.2,0.2,0.4,1,0
Level 845,9,15,0%,0%,1.07,15,50%,50%,0%,146,253,2,,0,0,0.5,0.5,0,0,0,7,1.2,0.4,0,2.2,0.6,0.2,0.4,0.2,0.4,2.67,0
Level 846,9,14,0%,0%,1,14,0%,50%,0%,121,,8,,0,0.5,0,0,0,0,0,20,3.2,1.4,0.6,3.8,0.4,0.4,0.2,0.2,0.2,2.33,0
Level 847,9,14,0%,0%,1,7,0%,0%,0%,212,,1,,0,0,0,0,0,0,0,13,1,1.2,0.2,3.4,0.8,0.4,0.2,0.2,0.2,1,0
Level 848,9,14,0%,0%,1,7,0%,0%,0%,160,,2,,0,0,0,0,0,0,0,13,2.6,0.8,0.8,2.8,0.6,0.6,0,0.2,0.2,0.67,0
Level 849,9,14,0%,0%,1,,100%,100%,0%,201,,4,,0,0,0.5,1,0.5,0,0,17,3.2,1.2,0.4,3.4,0.2,0.4,0,0.2,0.2,3.67,0
Level 850,9,14,0%,0%,1,14,50%,0%,0%,182,,7,,0,0,0,0,0,0,0,8,2.2,0.8,0,1.8,0.6,0,0,0.2,0.4,0.67,0
Level 851,9,14,0%,0%,1,14,0%,50%,0%,190,,3,,0,0,0.5,4,0,0,0,9,2,0.8,0,2.2,0.6,0,0.2,0.2,0.4,1.67,0
Level 852,9,14,0%,0%,1,14,0%,50%,0%,143,,14,,0,0,0,0.5,0,0,0,12,1.6,1,0.6,2.6,0,0.2,0.2,0.2,0.4,2,0
Level 853,9,19,0%,0%,1.36,,0%,100%,0%,190,160,7,,0,0,0.5,1,0,0,0,17,2,1.4,0.2,2.4,1.2,0.2,0.2,0.2,0.4,2.33,0
Level 854,9,14,0%,0%,1,14,50%,50%,0%,209,,5,,0,0,0,0,2,0,0,17,3.6,1.4,0.6,3.6,0.8,0.8,0.2,0.2,0.4,2,0
Level 855,9,15,0%,0%,1.07,15,0%,50%,0%,114,297,8,,0,0,0,0.5,0,0,0,8,1.8,0.8,0.4,1.2,0.4,0.4,0.2,0.4,0.4,2.33,0
Level 856,9,17,0%,0%,1.21,17,0%,67%,0%,157,108,5,126,0,0,0,0.33,0.33,0,0,23,1.83,1.67,0.17,2.5,1.17,0.33,0,0.33,0.5,2,0
Level 857,9,17,0%,0%,1.21,17,33%,33%,0%,172,307,3,38,0,0.67,0.33,0,0,0,0,31,4.67,1.17,0.17,2.33,0.5,0,0,0.17,0.17,1,0
Level 858,9,14,0%,0%,1,7,0%,0%,0%,150,,8,,0,0,0,0,0,0,0,16,2.6,1,0.6,2.8,0.8,0.6,0.2,0.2,0.2,3.33,0
Level 859,9,14,0%,0%,1,,50%,50%,0%,240,,1,,0,0.5,0,0,0,0,0,24,2.2,1.4,0.4,4.4,0.4,0.4,0.2,0.2,0.2,2.67,0
Level 860,9,15,0%,0%,1.07,7.5,0%,0%,0%,112,205,0,,0,0,0,0,0,0,0,10,2,0.6,0.6,2.2,0.4,0.6,0.2,0.2,0.2,0.67,0
Level 861,9,18,0%,0%,1.29,9,0%,0%,0%,135,303,7,,0,0,0,0,0,0,0,6,1,0.6,0.2,1.2,0.6,0.2,0.2,0.2,0.2,1,0
Level 862,9,15,0%,0%,1.07,7.5,0%,0%,0%,197,221,10,,0,0,0,0,0,0,0,23,2.2,2.2,0.2,2.2,1,0.2,0.2,0.2,0.4,1.33,0
Level 863,9,15,0%,0%,1.07,15,0%,50%,0%,208,206,8,,0,0,0,0,0.5,0,0,10,2.2,0.2,0.2,2.4,0,0.2,0.2,0.2,0.4,2.67,0
Level 864,9,21,0%,0%,1.5,10.5,0%,0%,0%,155,194,12,69,0,0,0,0,0,0,0,8,2.38,1.25,0,1.75,0.63,0,0.13,0.13,0.25,0.83,0
Level 865,9,14,0%,0%,1,14,0%,50%,0%,198,,3,,0,0.5,0,0,0,0,0,11,2.6,1,0.4,1.8,0.8,0.4,0,0.2,0.4,0,0
Level 866,9,15,0%,0%,1.07,7.5,0%,0%,0%,174,,10,,0,0,0,0,0,0,0,10,1.4,0.8,0.2,1.8,0.4,0.2,0.2,0.2,0.4,2.33,0
Level 867,9,18,0%,0%,1.29,9,0%,0%,0%,168,206,6,,0,0,0,0,0,0,0,8,2.33,0.5,0.17,2.33,0.33,0.17,0.17,0.33,0.33,1.33,0
Level 868,9,14,11%,0%,1,14,0%,50%,0%,194,,3,,0,0,0,0,0.5,0,0,23,2.6,1.4,0.4,1.8,1,0.4,0.2,0.2,0.2,0.67,0
Level 869,8,13,0%,0%,1.08,,100%,100%,0%,175,357,3,,0,1,1,0,1,0,0,13,1.75,1.5,0.25,2.75,1.25,0.25,0,0.25,0.25,0.5,0
Level 870,8,13,0%,0%,1.08,13,0%,0%,0%,173,239,4,,0,0,0,0,0,0,0,17,3.2,1.2,0.2,4,0.4,0.2,0,0.2,0.2,2,0
Level 871,8,13,0%,0%,1.08,13,0%,0%,0%,176,264,5,,0,0,0,0,0,0,0,27,3.8,1.2,0.4,3.8,1,0.6,0.2,0.2,0.2,2.5,0
Level 872,8,13,0%,0%,1.08,13,0%,0%,0%,182,224,17,,0,0,0,0,0,0,0,14,2.33,0.83,0.5,3.83,0.5,0.17,0,0.17,0.33,2,0
Level 873,8,14,0%,0%,1.17,14,0%,0%,0%,179,472,3,,0,0,0,0,0,0,0,17,2.17,0.83,1.17,2.83,0.83,0.83,0.17,0.17,0.17,2.5,0
Level 874,8,12,0%,0%,1,12,0%,0%,0%,193,,2,,0,0,0,0,0,0,0,14,1.33,0.67,0.33,2.5,0.5,0.33,0.17,0.17,0.17,0,0
Level 875,8,12,0%,0%,1,12,0%,0%,0%,177,,0,,0,0,0,0,0,0,0,10,3,0.67,0.5,1.67,0.33,0.33,0.17,0.17,0.17,0.5,0
Level 876,8,12,0%,0%,1,12,0%,0%,0%,217,,6,,0,0,0,0,0,0,0,10,2.57,0,0.57,2.86,0,0.57,0.14,0.14,0.14,1.5,0
Level 877,8,13,0%,0%,1.08,13,0%,0%,0%,124,464,8,,0,0,0,0,0,0,0,31,2.5,1.5,0.17,3.83,1,0.17,0.17,0.17,0.33,1,0
Level 878,8,14,0%,0%,1.17,14,0%,0%,0%,233,285,5,,0,0,0,0,0,0,0,19,2.25,1.63,1,3.13,1.13,0.88,0,0.13,0.25,4,0
Level 879,8,12,0%,0%,1,12,0%,0%,0%,215,,4,,0,0,0,0,0,0,0,24,3.33,0.83,0.33,4.67,0.83,0.17,0.17,0.17,0.33,3,0
Level 880,8,12,0%,0%,1,12,0%,0%,0%,131,,0,,0,0,0,0,0,0,0,8,0.67,0.33,0.67,2.33,0.5,0.67,0,0.17,0.33,1.5,0
Level 881,8,12,0%,0%,1,12,0%,0%,0%,198,,1,,0,0,0,0,0,0,0,17,1.83,1.83,0.83,3.33,1.17,0.5,0.17,0.17,0.33,1.5,0
Level 882,8,13,0%,0%,1.08,13,0%,0%,0%,165,,13,,0,0,0,0,0,0,0,14,2.33,1.67,0,2.83,0.83,0,0.17,0.33,0.33,3,0
Level 883,8,12,0%,0%,1,12,0%,0%,0%,162,,6,,0,0,0,0,0,0,0,14,1.67,1,0.17,3.83,0.67,0,0.17,0.33,0.33,2.5,0
Level 884,8,12,0%,0%,1,12,0%,0%,0%,197,,0,,0,0,0,0,0,0,0,18,2.8,2,0.6,2.8,1.6,0.4,0.2,0.4,0.6,2.5,0
Level 885,8,12,0%,0%,1,12,0%,0%,0%,187,,9,,0,0,0,0,0,0,0,23,3,2.6,1,3,1.6,0.6,0.2,0.4,0.4,3.5,0
Level 886,8,12,0%,0%,1,,100%,0%,0%,260,,3,,0,0,0,0,0,0,0,16,2.2,1.2,0.4,2.8,1,0.4,0.2,0.4,0.4,0.5,0
Level 887,8,13,0%,0%,1.08,,100%,100%,0%,241,140,0,,0,0,0,1,0,0,0,20,1.6,2,0.4,4,1.2,0.2,0.2,0.4,0.4,3,0
Level 888,8,12,0%,0%,1,12,0%,0%,0%,173,,1,,0,0,0,0,0,0,0,18,2.8,1.6,0.8,2.6,1.2,0.2,0,0.4,0.4,1,0
Level 889,8,14,0%,0%,1.17,,0%,100%,0%,209,,8,,0,0,2,1,0,0,0,8,1.43,0.86,0.43,2.43,0.86,0.29,0.14,0.29,0.29,0.5,0
Level 890,8,13,0%,0%,1.08,13,0%,0%,0%,166,197,19,,0,0,0,0,0,0,0,36,2,2.6,0.6,4,1.4,0.6,0.2,0.4,0.4,0.5,0
Level 891,8,12,0%,0%,1,12,0%,0%,0%,138,,6,,0,0,0,0,0,0,0,16,1.8,1.4,1,3.6,1,0.6,0.2,0.4,0.4,2.5,0
Level 892,8,13,13%,0%,1.08,13,0%,0%,0%,207,,20,,0,0,0,0,0,0,0,29,3,2,0.8,4.4,1.2,0.8,0.2,0.4,0.4,4.5,0
Level 1016,7,11,0%,0%,1.1,,0%,100%,0%,233,143,17,,0,2,0,0,1,0,0,12,3,0.4,0.6,3,0,0.4,0,0,0.2,2.5,0
Level 1017,7,11,0%,0%,1.1,11,0%,50%,0%,268,239,13,64,0,0,0,0,0.5,0,0,15,1.6,1.2,0.6,2.2,0.4,0.4,0,0,0.2,1.75,0
Level 1018,7,11,0%,0%,1.1,11,0%,0%,0%,151,61,3,0,0,0,0,0,0,0,0,25,1.2,1,0.4,2,0.8,0.2,0,0,0.2,2,0
Level 1019,7,13,0%,0%,1.3,,0%,100%,0%,185,133,7,0,0,0.5,0.5,0,0.5,0,0,9,1.86,0.43,0.29,1.57,0,0.29,0,0.14,0.14,3.25,0
Level 1020,7,10,0%,0%,1,,0%,100%,0%,86,,4,,0,2,1,0,0,0,0,3,0.75,0,0,1,0,0,0,0.25,0.25,1.67,0
Level 1021,7,11,0%,0%,1.1,11,0%,0%,0%,160,186,15,67,0,0,0,0,0,0,0,13,2.33,0.5,0.17,2.67,0.17,0.17,0.17,0.33,0.33,4.5,0
Level 1022,7,12,0%,0%,1.2,12,0%,0%,0%,156,188,11,45,0,0,0,0,0,0,0,16,3.29,1,0.43,2.43,0.29,0.29,0,0.14,0.14,5.2,0
Level 1023,7,13,0%,0%,1.3,13,0%,0%,0%,185,388,7,89,0,0,0,0,0,0,0,12,3.43,0.57,0.14,2.43,0,0.14,0.14,0.14,0.14,4.75,0
Level 1024,7,10,0%,0%,1,,0%,100%,0%,232,,13,,0,0,0,0,1,0,0,25,2.8,1.4,0.4,4.4,0.4,0.4,0.2,0.2,0.2,6,0
Level 1025,7,11,0%,0%,1.1,,0%,100%,0%,186,413,6,,0,1,0,0,0,0,0,21,3.4,1.4,0.6,3.2,0.4,0.6,0.2,0.2,0.2,7,0
Level 1026,7,16,0%,0%,1.6,16,0%,0%,0%,218,203,0,,0,0,0,0,0,0,0,7,3,0.67,0.22,2,0.22,0.22,0,0.11,0.11,2,0
Level 1027,7,10,0%,0%,1,10,0%,0%,0%,174,,1,,0,0,0,0,0,0,0,7,1.8,0.4,0.4,1.2,0.2,0.2,0.2,0.2,0.2,2,0
Level 1028,7,10,0%,0%,1,10,0%,0%,0%,153,,5,,0,0,0,0,0,0,0,13,2.4,1.4,0.4,2.4,0.2,0.4,0,0.2,0.2,3.33,0
Level 1029,7,10,0%,0%,1,10,0%,0%,0%,218,,3,,0,0,0,0,0,0,0,21,3.6,1,0.6,3.8,0.8,0.4,0,0.2,0.2,5.33,0
Level 1030,7,12,0%,0%,1.2,,100%,100%,0%,216,231,5,,0,3,1,3,1,0,0,6,2.33,0,0.33,0.83,0,0.17,0,0,0,3,0
Level 1031,7,10,0%,0%,1,,0%,100%,0%,177,,2,,0,2,1,0,1,0,0,12,2,1.8,0.2,2.2,0.4,0.2,0,0,0.2,2,0
Level 1032,7,10,0%,0%,1,10,0%,0%,0%,187,,0,,0,0,0,0,0,0,0,12,1.8,0.8,0.2,2.6,0.4,0.2,0,0,0.2,3.33,0
Level 1033,7,10,0%,0%,1,,0%,100%,0%,166,,6,,0,0,0,0,1,0,0,15,2.6,1.6,0.2,2.4,0.4,0.2,0,0,0.2,4.33,0
Level 1034,7,11,0%,0%,1.1,11,0%,50%,0%,137,188,8,29,0,1,0,0,0,0,0,9,2,0.5,0.33,2,0.33,0.17,0,0,0.33,2,0
Level 1035,7,11,0%,0%,1.1,,67%,33%,0%,157,305,4,150,0,0.33,0,0,0,0,0,7,2.29,0.57,0.71,2.14,0.14,0.57,0,0,0.29,2.2,0
Level 1036,7,11,0%,0%,1.1,,50%,50%,0%,217,184,3,130,0,0,0.5,0,0,0,0,9,3.33,0.5,0.33,1.67,0.17,0.33,0,0,0.17,4,0
Level 1037,7,12,0%,0%,1.2,12,0%,0%,50%,134,183,0,2,0,0,0,0,0,0,0.5,7,2.25,0.25,0.38,1.5,0.38,0.25,0,0,0.13,1.5,0
Level 1038,7,10,0%,0%,1,10,0%,0%,0%,191,,16,,0,0,0,0,0,0,0,26,2.8,2,0.4,4.4,0.4,0.4,0,0,0.2,10.67,0
Level 1039,7,10,0%,0%,1,10,0%,0%,0%,227,,8,,0,0,0,0,0,0,0,7,1.6,0.4,0.2,1.6,0,0,0,0,0.2,6.33,0
Level 1040,7,12,0%,0%,1.2,,0%,100%,0%,144,374,2,,0,1,1,0,1,0,0,9,3,0.83,0.67,2.33,0,0.5,0,0.17,0.17,3.67,0
Level 1041,7,10,0%,0%,1,10,0%,0%,0%,129,,20,,0,0,0,0,0,0,0,13,1.8,1.2,0.4,3.4,0.4,0.4,0.2,0.2,0.4,3.33,0
Level 1042,7,10,0%,0%,1,10,0%,0%,0%,234,,3,,0,0,0,0,0,0,0,9,2,0.4,0.4,2.2,0,0.2,0,0.2,0.6,2.67,0
Level 1043,7,10,0%,0%,1,,0%,100%,0%,134,,3,,0,0,1,1,0,0,0,6,1.8,0.2,0.4,1,0,0.4,0,0.2,0.8,1.33,0
Level 1044,7,10,0%,0%,1,10,50%,0%,0%,196,,12,,0,0,0,0,0,0,0,17,2.8,1.2,0,2.4,0.8,0,0,0.2,0.6,3.67,0
Level 1045,7,11,0%,0%,1.1,11,0%,33%,0%,176,206,13,80,0,0,0,0,0.33,0,0,14,2.29,1.29,0.43,2.43,0.43,0.14,0,0.14,0.29,3.8,0
Level 1046,7,12,0%,0%,1.2,,50%,100%,0%,184,182,6,,0,0,0.5,0,0.5,0,0,11,4,0.6,0.2,2.4,0.2,0.2,0.2,0.2,0.2,2.67,0
Level 1047,7,10,0%,0%,1,10,0%,50%,0%,160,,5,,0,0,0,1,0,0,0,10,1.6,1,0.2,2.4,0.6,0,0.2,0.2,0.2,1.33,0
Level 1048,7,9,0%,0%,1,9,0%,0%,0%,197,,23,,0,0,0,0,0,0,0,11,2.5,1,0,2.5,0.25,0,0,0.25,0.25,2,0
Level 1049,7,10,0%,0%,1.11,10,0%,0%,0%,123,219,10,,0,0,0,0,0,0,0,18,2.5,1.25,0.25,4.25,0.25,0.25,0.25,0.25,0.25,6.5,0
Level 1050,7,9,0%,0%,1,9,0%,0%,0%,150,,6,,0,0,0,0,0,0,0,16,3.25,2.25,0,2.25,0.75,0,0,0.25,0.25,4,0
Level 1051,7,9,0%,0%,1,9,0%,0%,0%,106,,23,,0,0,0,0,0,0,0,12,2.75,1.75,0.5,1.25,0,0.25,0,0.25,0.5,3,0
Level 1052,7,9,0%,0%,1,9,0%,0%,0%,174,,0,,0,0,0,0,0,0,0,26,3.75,0.75,0.75,2,0.75,0.5,0,0.25,0.5,1.5,0
Level 1053,7,9,0%,0%,1,9,0%,0%,0%,125,,1,,0,0,0,0,0,0,0,27,3.5,1.75,1,3.75,0.5,1,0.25,0.25,0.25,3.5,0
Level 1054,7,9,0%,0%,1,9,0%,0%,0%,121,,2,,0,0,0,0,0,0,0,29,2.25,1.25,1.25,2,1,0.5,0,0.25,0.25,21.5,0
Level 1055,7,9,0%,0%,1,,0%,100%,0%,125,,2,,0,0,0,1,0,0,0,17,3.25,0.25,0.5,2.5,0.25,0,0.25,0.25,0.25,2.5,0
Level 1056,7,9,14%,0%,1,9,0%,0%,0%,160,,12,,1,0,0,0,0,0,0,14,3,2,0,2.25,1,0,0,0.25,0.25,2.5,0
Level 1236,6,8,0%,0%,1,,0%,100%,0%,176,,1,,4,6,0,0,0,0,0,5,2.5,0.25,0.25,0,0,0.25,0.25,0.25,0.25,4,0
Level 1237,6,9,0%,0%,1.13,,0%,100%,100%,162,226,7,,0,2,0,0,2,0,0,19,2.25,2.75,0.25,3.75,1.5,0.25,0.25,0.25,0.25,5.5,0
Level 1238,6,9,0%,0%,1.13,9,0%,0%,0%,147,182,8,,0,0,0,0,0,0,0,14,2,1.75,0.25,2.75,0.75,0.25,0.25,0.25,0.25,1.5,0
Level 1239,6,8,0%,0%,1,8,0%,0%,100%,138,,2,,0,0,0,0,0,1,1,12,2,1,0,3.5,1,0,0.25,0.25,0.25,2,0
Level 1240,6,8,0%,0%,1,8,0%,0%,0%,97,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0
Level 1241,6,8,0%,0%,1,8,0%,0%,0%,137,,0,,3,0,0,0,0,0,0,14,1.75,0.75,0.25,1.5,0.25,0.25,0,0.25,0.5,0.5,0
Level 1242,6,8,0%,0%,1,8,0%,0%,0%,136,,11,,1,0,0,0,0,0,0,17,3.5,1.75,1.5,1.75,1.25,1,0.25,0.25,0.75,2,0
Level 1243,6,8,0%,0%,1,,100%,100%,100%,189,,5,,0,3,0,0,1,1,0,13,4,1.25,0.25,2.25,0.75,0,0.25,0.25,0.75,4,0
Level 1244,6,8,0%,0%,1,8,0%,0%,0%,167,,0,,0,0,0,0,0,0,0,10,1,1,0,1.5,0.75,0,0,0.25,0.5,1,0
Level 1245,6,9,0%,0%,1.13,,100%,100%,0%,186,,8,,1,4,0,0,0,0,0,26,3.8,1.2,1.6,3.8,0.8,1.4,0.2,0.4,0.4,10.5,0
Level 1246,6,8,0%,0%,1,,100%,100%,100%,240,,3,,0,3,0,0,0,1,0,19,2.25,2.25,0.5,3.25,1,0.5,0.5,0.5,0.5,5.5,0
Level 1247,6,8,0%,0%,1,,0%,100%,0%,153,,0,,0,9,0,0,0,0,0,6,2.5,0.25,0,1.5,0.25,0,0.5,0.5,0.5,6,0
Level 1248,6,12,0%,0%,1.5,,0%,100%,0%,165,148,0,,1,4,0,0,0,0,0,12,1.67,1.17,0.83,2.83,0.83,0.83,0.17,0.33,0.33,2.5,0
Level 1249,6,8,0%,0%,1,8,0%,0%,0%,176,,7,,0,0,0,0,0,0,0,12,1.75,1.25,0,3,0.5,0,0.5,0.5,0.5,1.5,0
Level 1250,6,8,0%,0%,1,8,0%,0%,0%,236,,18,,0,0,0,0,0,0,0,15,2.25,2.25,0.25,1.75,1.75,0.25,0.5,0.5,0.5,4,0
Level 1251,6,9,0%,0%,1.13,,0%,100%,0%,207,139,21,,0,2,0,0,0,0,0,12,1.8,1.8,0.8,1.6,1.6,0.8,0.2,0.4,0.4,2,0
Level 1252,6,10,0%,0%,1.25,10,0%,0%,0%,192,183,10,,0,0,0,0,0,0,0,14,2.8,0.8,0.4,2.2,0.2,0.4,0.4,0.4,0.4,4.67,0
Level 1253,6,14,0%,0%,1.75,14,0%,0%,0%,95,210,15,,2,0,0,0,0,0,0,5,1.86,0.71,0.14,1.29,0.29,0.14,0.14,0.29,0.29,2.4,0
Level 1254,6,8,0%,0%,1,,0%,100%,0%,179,,15,,0,1,0,0,0,0,0,23,1,2,1,3.75,1.25,0.75,0.25,0.5,0.5,3.5,0
Level 1255,6,8,0%,0%,1,,100%,100%,100%,251,,3,,0,0,0,1,0,1,0,15,0.75,2,0.25,2.5,1,0.25,0.25,0.5,0.5,6,0
Level 1256,6,8,0%,0%,1,8,0%,0%,0%,187,,16,,0,0,0,0,0,0,0,14,1.25,0.5,0.25,2,0.25,0.25,0.5,0.5,0.5,3.5,0
Level 1257,6,10,0%,0%,1.25,,0%,100%,0%,128,415,15,,0,2,0,0,0,0,0,7,2.2,0.6,0.4,1.2,0.4,0.2,0,0,0,4,0
Level 1258,6,9,0%,0%,1.13,,0%,100%,0%,144,217,4,,1,4,0,2,0,0,0,23,1.25,1,0,2.25,0.5,0,0,0,0,2.5,0
Level 1259,6,9,33%,0%,1.13,9,0%,0%,0%,144,,3,,0,0,0,0,0,0,0,17,2.5,1.5,0.33,3.17,1.17,0,0.33,0,0,1.5,0
Level 1447,4,6,0%,0%,1,6,0%,0%,0%,97,,2,,0,0,0,0,0,0,0,11,2.33,1,0.67,1.67,0.67,0.33,0,0,0,3,0
Level 1448,4,6,0%,0%,1,6,0%,0%,0%,111,,13,,0,0,0,0,0,0,0,8,2.33,0.67,0,1.67,0.33,0,0,0,0,1,0
Level 1449,4,6,0%,0%,1,6,0%,0%,0%,180,,0,,0,0,0,0,0,0,0,10,2.33,1,0.33,1.67,0.33,0,0,0,0,3,0
Level 1450,4,6,0%,0%,1,6,0%,0%,0%,109,,5,,0,0,0,0,0,0,0,13,2,1,0.33,3.67,0.33,0,0,0,0,0,0
Level 1451,4,6,0%,0%,1,6,0%,0%,0%,149,,5,,0,0,0,0,0,0,0,13,0.67,0.67,1,3.67,0.33,0.33,0,0,0,3,0
Level 1452,4,7,0%,0%,1.17,7,0%,0%,0%,232,185,9,,0,0,0,0,0,0,0,16,4.67,0.67,0,3,0.33,0,0,0,0,6,0
Level 1453,4,6,0%,0%,1,6,0%,0%,0%,162,,2,,0,0,0,0,0,0,0,11,2.33,0.67,1,1.67,0,0.33,0,0,0,2,0
Level 1454,4,6,0%,0%,1,6,0%,0%,0%,162,,1,,0,0,0,0,0,0,0,32,3.67,1.33,1.33,3.33,0.67,0.33,0,0,0.33,16,0
Level 1455,4,6,0%,0%,1,6,0%,0%,0%,148,,3,,0,0,0,0,0,0,0,24,4,1.33,0.67,2.33,1,0.33,0,0,0.33,12,0
